Representative,BioGuideID,TransactionDate,Ticker,Transaction,Range,House,Amount,Party
Gilbert Cisneros,C001123,2019-02-11,AAPL,Sale,"$250,001 - $500,000",Representatives,250001.0,D
Tom Malinowski,M001203,2019-02-11,K,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Brian Mast,M001199,2019-02-11,SNAP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
David Perdue,P000612,2019-02-11,WPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Harley E. Rouda Jr.,R000616,2019-02-11,RCKY,Purchase,"$50,001 - $100,000",Representatives,50001.0,D
Kevin Hern,H001082,2019-02-11,CLNC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2019-02-08,BLKB,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-02-08,PRSP,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Nicholas Van Taylor,T000479,2019-02-08,CELG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Nicholas Van Taylor,T000479,2019-02-08,YUMC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Tom Malinowski,M001203,2019-02-08,SU,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-02-08,ORCL,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Virginia Foxx,F000450,2019-02-08,CVI,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
David Perdue,P000612,2019-02-08,FDC,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R
Cindy Axne,A000378,2019-02-08,CVET,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-02-08,BOIVF,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Gilbert Cisneros,C001123,2019-02-08,AAPL,Purchase,"$250,001 - $500,000",Representatives,250001.0,D
W. Greg Steube,S001214,2019-02-08,SNV,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Lois Frankel,F000462,2019-02-08,ITW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2019-02-08,PM,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2019-02-08,CDK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-02-08,LGF.B,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Gilbert Cisneros,C001123,2019-02-07,WRB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Elizabeth Fletcher,F000468,2019-02-07,FISV,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Brian Mast,M001199,2019-02-07,SNAP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Richard W. Allen,A000372,2019-02-07,SSB,Sale,"$15,001 - $50,000",Representatives,15001.0,R
David Perdue,P000612,2019-02-07,BOIVF,Purchase,"$1,001 - $15,000",Senate,1001.0,R
David Perdue,P000612,2019-02-07,AM,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R
Elizabeth Fletcher,F000468,2019-02-07,BDX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Elizabeth Fletcher,F000468,2019-02-07,EXPD,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Elizabeth Fletcher,F000468,2019-02-07,DLTR,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Elizabeth Fletcher,F000468,2019-02-07,UNH,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-02-07,IT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-02-07,FDC,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R
Nicholas Van Taylor,T000479,2019-02-07,GRUB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
David Perdue,P000612,2019-02-07,PAGP,Purchase,"$1,001 - $15,000",Senate,1001.0,R
David Perdue,P000612,2019-02-07,FEYE,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Lois Frankel,F000462,2019-02-07,WELL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2019-02-07,FHB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-02-07,PAGP,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Elizabeth Fletcher,F000468,2019-02-07,ORLY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Mo Brooks,B001274,2019-02-07,APT,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Nancy Pelosi,P000197,2019-02-07,BFET,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-02-07,RHT,Sale,"$1,001 - $15,000",Representatives,1001.0,R
David Perdue,P000612,2019-02-07,FEYE,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Nicholas Van Taylor,T000479,2019-02-07,XOM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Elizabeth Fletcher,F000468,2019-02-07,TJX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-02-07,XOM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
David Perdue,P000612,2019-02-07,OKE,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R
Elizabeth Fletcher,F000468,2019-02-07,ROP,Sale,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-02-06,T,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Gilbert Cisneros,C001123,2019-02-06,CI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,EXEL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,GCO,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,CCS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,HIW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2019-02-06,WRB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-02-06,REGN,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Greg Gianforte,G000584,2019-02-06,BECN,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Gilbert Cisneros,C001123,2019-02-06,ESRX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,TXRH,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,MSTR,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-02-06,KNX,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Lois Frankel,F000462,2019-02-06,WELL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,SPR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,PSB,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,AVY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,ALLE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,SAVE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-02-06,PS,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
David Perdue,P000612,2019-02-06,WPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Donna Shalala,S001206,2019-02-06,PBCT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Cindy Axne,A000378,2019-02-06,CVET,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,PBCT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,PATK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,RGLD,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-06,LYV,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Cindy Axne,A000378,2019-02-06,CVET,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Mo Brooks,B001274,2019-02-06,APT,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Virginia Foxx,F000450,2019-02-05,CWEN.A,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Nicholas Van Taylor,T000479,2019-02-05,NTT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Bradley S. Schneider,S001190,2019-02-05,RMD,Sale,"$250,001 - $500,000",Representatives,250001.0,D
Gilbert Cisneros,C001123,2019-02-05,IQV,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Tom Malinowski,M001203,2019-02-05,POST,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2019-02-05,UFS,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Gilbert Cisneros,C001123,2019-02-05,PODD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-02-05,WPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
David Perdue,P000612,2019-02-05,WPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Lois Frankel,F000462,2019-02-05,AOS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-02-05,BDX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,COP,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,JNJ,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-02-05,CELG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Gilbert Cisneros,C001123,2019-02-05,EPAM,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,NSRGY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,BK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-02-05,FDC,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R
Donna Shalala,S001206,2019-02-05,SRE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,HPQ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,DWDP,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2019-02-05,WMGI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-02-05,DCM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Donna Shalala,S001206,2019-02-05,CSCO,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2019-02-05,ET,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Donna Shalala,S001206,2019-02-05,LOW,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,JPM,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,VZ,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2019-02-05,XLNX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,AAPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,LMT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,CB,Sale,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-02-05,T,Purchase,"$15,001 - $50,000",Senate,15001.0,R
Donna Shalala,S001206,2019-02-05,NEE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lloyd K. Smucker,S001199,2019-02-05,UNH,Sale,"$1,001 - $15,000",Representatives,1001.0,R
David Perdue,P000612,2019-02-05,T,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Donna Shalala,S001206,2019-02-05,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,PFE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,MCD,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2019-02-05,PER,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Donna Shalala,S001206,2019-02-05,WFC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,CVX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,CL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2019-02-05,NOW,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Donna Shalala,S001206,2019-02-05,OXY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-02-05,CMCSA,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2019-02-05,WRB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Bradley S. Schneider,S001190,2019-02-05,ATR,Purchase,"$250,001 - $500,000",Representatives,250001.0,D
Donna Shalala,S001206,2019-02-05,WMT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-02-04,DGX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Cindy Axne,A000378,2019-02-04,JEF,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,QCOM,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
John F. Reed,R000122,2019-02-04,ITW,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
James M. Inhofe,I000024,2019-02-04,EDIT,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
Dean Phillips,P000616,2019-02-04,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-02-04,M,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-02-04,CELG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John F. Reed,R000122,2019-02-04,DHR,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
Brian Mast,M001199,2019-02-04,TLRY,Sale,"$15,001 - $50,000",Representatives,15001.0,R
David Perdue,P000612,2019-02-04,MPLX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Dean Phillips,P000616,2019-02-04,LYB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,CVS,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
Frank Pallone Jr.,P000034,2019-02-04,MO,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-02-04,CVS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,INTC,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
Dean Phillips,P000616,2019-02-04,JCI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-02-04,DISH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,SYK,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,D
Lloyd K. Smucker,S001199,2019-02-04,UNH,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Tom Malinowski,M001203,2019-02-04,CCL,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Dean Phillips,P000616,2019-02-04,BEN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,AMGN,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
Dean Phillips,P000616,2019-02-04,ABBV,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-02-04,MAT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-02-04,PLYA,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Dean Phillips,P000616,2019-02-04,COTY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,VRTX,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
John F. Reed,R000122,2019-02-04,IQV,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,D
Bill Flores,F000461,2019-02-04,SEMG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Dean Phillips,P000616,2019-02-04,F,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,COST,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
Nicholas Van Taylor,T000479,2019-02-04,HON,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Dean Phillips,P000616,2019-02-04,AAPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,AAPL,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,D
Dean Phillips,P000616,2019-02-04,QCOM,Sale,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,CSCO,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
John F. Reed,R000122,2019-02-04,XLNX,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,D
Alan S. Lowenthal,L000579,2019-02-04,CI,Purchase,$767.05,Representatives,767.05,D
Alan S. Lowenthal,L000579,2019-02-04,CI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,FDX,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,D
Dean Phillips,P000616,2019-02-04,FDX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,HON,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
Josh Gottheimer,G000583,2019-02-04,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2019-02-04,APU,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Dean Phillips,P000616,2019-02-04,IBM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-02-04,ARNC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
John F. Reed,R000122,2019-02-04,ISRG,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
Dean Phillips,P000616,2019-02-04,SYF,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-02-04,DVA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-02-04,CAH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-02-01,DHR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Alan S. Lowenthal,L000579,2019-02-01,FB,Purchase,$833.47,Representatives,833.47,D
David Perdue,P000612,2019-02-01,T,Purchase,"$15,001 - $50,000",Senate,15001.0,R
Carol Devine Miller,M001205,2019-02-01,BTI,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Greg Gianforte,G000584,2019-02-01,NPSNY,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Virginia Foxx,F000450,2019-02-01,ARLP,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Josh Gottheimer,G000583,2019-02-01,PODD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-02-01,ADDYY,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Tom Malinowski,M001203,2019-02-01,IRBT,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Shelley Moore Capito,C001047,2019-02-01,ANCX,Exchange,"$1,001 - $15,000",Senate,1001.0,R
Greg Gianforte,G000584,2019-02-01,TCEHY,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
David Perdue,P000612,2019-02-01,BOIVF,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Carol Devine Miller,M001205,2019-02-01,KHC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Greg Gianforte,G000584,2019-02-01,RHHBY,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
David Perdue,P000612,2019-02-01,FDC,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R
David Perdue,P000612,2019-02-01,ET,Purchase,"$1,001 - $15,000",Senate,1001.0,R
David Perdue,P000612,2019-02-01,WPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Susie Lee,L000590,2019-01-31,TDG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-01-31,BOIVF,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Gilbert Cisneros,C001123,2019-01-31,CGNX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-01-31,MPLX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Tom Malinowski,M001203,2019-01-31,CCL,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Nicholas Van Taylor,T000479,2019-01-31,CELG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Greg Gianforte,G000584,2019-01-31,PRSP,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Virginia Foxx,F000450,2019-01-31,CNXM,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Tom Malinowski,M001203,2019-01-31,FLXN,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Gilbert Cisneros,C001123,2019-01-31,VRTX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Brian Mast,M001199,2019-01-31,BTI,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Tom Malinowski,M001203,2019-01-31,NCLH,Sale,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-01-31,T,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Pat Toomey,T000461,2019-01-31,TNTOF,Purchase,"$15,001 - $50,000",Senate,15001.0,R
Angus King,K000383,2019-01-31,AMZN,Purchase,"$1,001 - $15,000",Senate,1001.0,I
K. Michael Conaway,C001062,2019-01-31,TRV,Sale,"$1,001 - $15,000",Representatives,1001.0,R
David Perdue,P000612,2019-01-31,T,Purchase,"$1,001 - $15,000",Senate,1001.0,R
K. Michael Conaway,C001062,2019-01-31,XOM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
David Perdue,P000612,2019-01-31,T,Purchase,"$1,001 - $15,000",Senate,1001.0,R
David Perdue,P000612,2019-01-31,MMP,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R
Susie Lee,L000590,2019-01-30,BLL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-01-30,T,Purchase,"$15,001 - $50,000",Senate,15001.0,R
David Perdue,P000612,2019-01-30,T,Purchase,"$15,001 - $50,000",Senate,15001.0,R
Tom Malinowski,M001203,2019-01-30,EQIX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-01-30,NPSNY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-01-30,NPSNY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
James R. Langevin,L000559,2019-01-30,BABA,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-30,IBDRY,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Brian Mast,M001199,2019-01-30,MO,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Susie Lee,L000590,2019-01-30,RTN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-30,NOC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-30,CELG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Nicholas Van Taylor,T000479,2019-01-30,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Nicholas Van Taylor,T000479,2019-01-30,SSEZY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Susie Lee,L000590,2019-01-29,LSXMK,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Thomas Suozzi,S001201,2019-01-29,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,TRU,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,KAR,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-29,D,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2019-01-29,TCEHY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-29,BP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Katherine M. Clark,C001101,2019-01-29,AMT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,RSG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2019-01-29,MDT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,AMTD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2019-01-29,MDT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2019-01-29,AMT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Tom Malinowski,M001203,2019-01-29,CL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Thomas Suozzi,S001201,2019-01-29,CAT,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Brian Mast,M001199,2019-01-29,EXPE,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Thomas Suozzi,S001201,2019-01-29,AAPL,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
James M. Inhofe,I000024,2019-01-29,MSFT,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
Susie Lee,L000590,2019-01-29,BLL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2019-01-29,SCCO,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,CHDN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,INFO,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,FIS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-01-29,RHHBY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,TDG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2019-01-29,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,CCI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Thomas Suozzi,S001201,2019-01-29,WGO,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Nicholas Van Taylor,T000479,2019-01-29,KO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
David Perdue,P000612,2019-01-29,WPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Katherine M. Clark,C001101,2019-01-29,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Thomas Suozzi,S001201,2019-01-29,AMD,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Susie Lee,L000590,2019-01-29,GPN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-29,ABBV,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Nicholas Van Taylor,T000479,2019-01-29,VZ,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Donna Shalala,S001206,2019-01-29,RHHBY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
